,cluster,rgb_ce,rgb_ce_err,rgb_mg,rgb_mg_err,rgb_fe,rgb_fe_err,rgb_N_stars,Name,GLON,GLAT,RAdeg,DEdeg,CG_Rad,CG_PMRA,CG_PMRA_ERR,CG_PMDE,CG_PMDE_ERR,V_RAD,V_RAD_ERR,CG_R_GC,CG_DistPc,CG_logAge,R_Guide,Z_Height,Z_Max,Azimuth_Angle,Eccentricity,Z_Period_Avg,Radial_Period_Avg,Fe_H_ASPCAP,C_H,C_H_ERR,N_H,N_H_ERR,O_H,O_H_ERR,Na_H,Na_H_ERR,Mg_H,Mg_H_ERR,Al_H,Al_H_ERR,Si_H,Si_H_ERR,P_H,P_H_ERR,S_H,S_H_ERR,K_H,K_H_ERR,Ca_H,Ca_H_ERR,Ti_H,Ti_H_ERR,V_H,V_H_ERR,Cr_H,Cr_H_ERR,Mn_H,Mn_H_ERR,Fe_H,Fe_H_ERR,Co_H,Co_H_ERR,Ni_H,Ni_H_ERR,Cu_H,Cu_H_ERR,Ce_H,Ce_H_ERR,Nd_H,Nd_H_ERR,Num_Stars_ASPCAP,OCCAM_Qual,EH_Rad,EH_PMRA,EH_PMRA_ERR,EH_PMDE,EH_PMDE_ERR,EH_R_GC,EH_DistPc,EH_logAge
0,BH_211,0.26006762,0.046638032499999996,0.100673502,0.0122163415,0.1960639,0.010221507500000001,2,BH_211,344.94746911,0.461,255.52714971,-41.1121459,0.082,-0.671,0.159,-1.943,0.146,-49.0046,0.4385,6.52,1903.0,8.63,6.967,0.0315,0.0359,184.346,0.091,59.957,132.242,0.1961,0.1209,0.0226,0.6271,0.0458,0.1138,0.0235,0.4564,0.0243,0.1007,0.0428,0.2104,0.0471,0.1952,0.04,0.2294,0.1298,0.2103,0.02,0.1488,0.094,0.1147,0.0413,0.0949,0.0312,-0.4062,0.1398,0.1608,0.02,0.2923,0.02,0.1961,0.02,0.2826,0.1298,0.1843,0.0255,-9999.0,-9999.0,0.2601,0.0466,0.4832,0.0549,2,2,0.319,-0.71,0.01,-1.923,0.01,6.532,1661.3,8.23
1,Berkeley_10,0.34302011666666665,0.047930788333333335,-0.21648782333333336,0.028324165000000002,-0.122104422,0.01155495,3,Berkeley_10,138.61430359,8.881,54.88477481,66.48904483,0.082,-1.47,0.07,1.047,0.106,-36.9024,0.02,10.211,2365.0,9.08,11.062,0.3903,0.4327,171.297,0.107,160.271,230.48,-0.1073,-0.3717,0.0369,0.3524,0.02,-0.2573,0.0223,-0.066,0.02,-0.1921,0.0346,-0.2123,0.0525,-0.1227,0.0284,-0.7246,0.0488,-0.0513,0.02,-0.1548,0.02,-0.0937,0.0351,-0.2926,0.0347,0.3752,0.0523,-0.2187,0.02,-0.1341,0.02,-0.1073,0.02,-0.137,0.1355,-0.1405,0.02,-0.1188,0.1366,0.2917,0.0484,-0.513,0.0529,1,1,0.207,-1.497,0.005,1.005,0.005,9.995,2357.1,8.53
2,Berkeley_13,0.30634013000000004,0.047711263000000004,-0.30870199,0.0240552175,-0.21561108499999998,0.011331375000000001,2,Berkeley_13,155.07174403,5.924,73.95276608,52.81025872,0.065,-0.078,0.141,0.558,0.108,-30.4663,0.069,12.025,3958.0,8.69,13.367,0.4382,0.6162,172.068,0.128,239.823,287.077,-0.2156,-0.4059,0.0246,0.1559,0.069,-0.296,0.02,0.0119,0.02,-0.3087,0.0242,-0.2732,0.0504,-0.2085,0.0268,-0.2589,0.2034,-0.1173,0.02,-0.2658,0.0661,-0.2534,0.0274,-0.31,0.0441,-0.3471,0.189,-0.158,0.02,-0.2746,0.0232,-0.2156,0.0289,-0.287,0.1332,-0.2727,0.02,0.0213,0.1347,0.3063,0.0549,-0.1462,0.1266,2,2,0.285,-0.143,0.007,0.528,0.007,11.654,3788.3,8.66
3,Berkeley_17,-0.16621737325,0.04707742775,-0.145999999625,0.016038454437500002,-0.17288233575,0.010653196875,8,Berkeley_17,175.66322367,-3.669,80.14147184,30.57427186,0.071,2.618,0.281,-0.35,0.176,-73.523,0.3443,11.668,3341.0,9.86,11.296,-0.1847,1.7221,178.762,0.253,258.739,253.245,-0.1729,-0.1632,0.0257,0.0035,0.0329,-0.1245,0.0342,-0.173,0.0624,-0.146,0.0349,-0.1484,0.0483,-0.1569,0.0212,0.1952,0.1223,-0.0406,0.0676,-0.0625,0.0474,-0.1817,0.0329,-0.1929,0.0691,-0.4477,0.1098,-0.1822,0.0634,-0.1812,0.044,-0.1729,0.0298,-0.0819,0.1311,-0.1745,0.0244,-0.0023,0.1337,-0.1662,0.0971,-0.1393,0.1417,8,3,0.288,2.537,0.006,-0.342,0.006,11.061,2949.8,9.52
4,Berkeley_18,-0.12132737317857145,0.04767034524999999,-0.33147952357142857,0.02325980832142857,-0.3730160892857143,0.011270567607142857,28,Berkeley_18,163.57667542,5.057,80.5536708,45.46785151,0.117,0.849,0.16,-0.057,0.14,-2.6223,0.7247,13.813,5632.0,9.64,14.695,0.5307,1.3011,173.405,0.093,326.172,315.847,-0.3672,-0.4363,0.0469,-0.1045,0.0661,-0.288,0.0573,-0.2873,0.1319,-0.3258,0.0269,-0.3417,0.0585,-0.301,0.0534,-0.268,0.3151,-0.1981,0.0765,-0.2371,0.0962,-0.3464,0.0908,-0.4199,0.0557,-0.2191,0.2937,-0.4607,0.1197,-0.3685,0.0445,-0.3672,0.032,-0.3485,0.2866,-0.3868,0.0321,-0.462,0.7588,-0.1427,0.0871,-0.5718,0.3037,23,3,0.312,0.782,0.004,-0.059,0.004,12.873,4887.3,9.16
5,Berkeley_19,-0.0134498635,0.04715949,-0.26773348,0.016926553,-0.3508611,0.01076465,1,Berkeley_19,176.91913351,-3.612,81.01323535,29.57177077,0.037,0.757,0.234,-0.329,0.128,17.7422,0.026,14.89,6568.0,9.34,15.519,-0.3767,1.1181,178.644,0.065,338.588,332.059,-0.3509,-0.5553,0.02,-0.0251,0.02,-0.3131,0.02,-0.2366,0.02,-0.2677,0.02,-0.3117,0.0486,-0.3688,0.02,-0.408,0.0472,-0.299,0.02,-0.3545,0.02,-0.3585,0.0218,-0.3765,0.02,-0.876,0.049,-0.425,0.02,-0.3889,0.02,-0.3509,0.02,-0.3477,0.1315,-0.4023,0.02,-0.209,0.1319,-0.0134,0.0472,-0.1992,0.0486,1,1,0.196,0.658,0.012,-0.33,0.012,13.363,5251.6,8.77
6,Berkeley_2,0.200325928,0.0473733694,-0.277694492,0.0217252976,-0.193741088,0.0109830489,5,Berkeley_2,119.70447894,-2.317,6.32180813,60.39113775,0.027,-1.101,0.125,-0.304,0.102,-76.8114,0.1641,13.217,6928.0,8.77,12.91,-0.2507,0.2852,152.942,0.061,180.995,268.291,-0.1889,-0.2717,0.0837,0.1448,0.029,-0.2404,0.02,0.2027,0.2011,-0.2575,0.0213,-0.2538,0.0501,-0.2208,0.0303,-0.6737,0.2476,-0.0629,0.0775,-0.1992,0.0806,-0.2133,0.0457,-0.2511,0.0896,-0.3787,0.182,-0.1215,0.0873,-0.2484,0.0366,-0.1886,0.0316,-0.6119,0.3582,-0.2059,0.0692,-0.0045,0.1316,0.2453,0.052,-0.2857,0.2065,4,3,0.127,-1.134,0.008,-0.394,0.008,11.893,5551.8,8.78
7,Berkeley_20,-0.38070654,0.04771444,-0.35848482666666664,0.021361372333333333,-0.40071776000000003,0.011254700000000001,3,Berkeley_20,203.48330716,-17.37,83.15437664,0.18844258,0.015,0.808,0.258,-0.244,0.16,76.5914,0.0295,16.32,8728.0,9.68,15.161,-2.5662,2.4607,191.73,0.087,374.55,323.471,-0.4753,-0.5161,0.02,-0.137,0.02,-0.3567,0.02,-0.4326,0.02,-0.3922,0.02,-0.3521,0.0485,-0.3529,0.02,-0.0019,0.0471,-0.2856,0.02,-0.3546,0.02,-0.4109,0.0211,-0.4518,0.02,-0.5457,0.0486,-0.4571,0.02,-0.4477,0.02,-0.4193,0.02,-0.4183,0.1313,-0.412,0.02,-0.1577,0.1317,-0.2501,0.0471,-0.9144,0.0486,1,2,0.22,0.827,0.013,-0.246,0.013,15.411,7792.6,9.27
8,Berkeley_21,0.20965087400000001,0.04771354,-0.21760572499999997,0.023443396499999998,-0.2325635875,0.011359662375000001,4,Berkeley_21,186.82746124,-2.476,87.948987,21.81077389,0.031,0.562,0.164,-1.051,0.101,1.2799,0.2642,14.726,6417.0,9.33,14.22,-0.2405,0.3131,182.967,0.099,217.81,299.684,-0.2326,-0.3778,0.0277,0.0517,0.0941,-0.262,0.0812,-0.2849,0.0436,-0.2176,0.0528,-0.2137,0.0504,-0.2882,0.0212,-0.5142,0.2054,-0.1754,0.0621,-0.2952,0.0355,-0.2194,0.0587,-0.2533,0.0469,-0.2731,0.1118,-0.2556,0.0991,-0.2446,0.0493,-0.2326,0.0304,-0.0622,0.1773,-0.2688,0.0339,-0.1621,0.1344,0.2097,0.0959,-0.4099,0.2149,4,2,0.221,0.506,0.009,-1.031,0.009,13.391,5294.6,8.95
9,Berkeley_22,-0.11922321000000001,0.047488632333333336,-0.30850816666666664,0.021330183000000003,-0.31462441999999996,0.011080383333333332,3,Berkeley_22,199.87587606,-8.075,89.61504356,7.75885126,0.022,0.648,0.134,-0.473,0.137,94.7766,0.9123,14.291,6225.0,9.39,13.324,-0.8392,0.8541,188.43,0.153,254.293,282.462,-0.3146,-0.5595,0.1134,0.0697,0.1989,-0.313,0.0275,-0.1227,0.1916,-0.3085,0.0462,-0.2696,0.0848,-0.2661,0.0492,0.0537,0.12,-0.2285,0.0588,-0.2482,0.1872,-0.311,0.0651,-0.3767,0.0433,-0.3728,0.0498,-0.3556,0.0766,-0.3214,0.0532,-0.3146,0.0472,-0.2164,0.1324,-0.3542,0.0304,-0.0717,0.1329,-0.1192,0.0475,-0.6561,0.3466,3,2,0.176,0.564,0.011,-0.39,0.011,13.233,5334.4,8.9
10,Berkeley_27,0.080789134,0.04910769,-0.32265177,0.04247837,-0.31211108,0.01285215,1,Berkeley_27,207.78448515,2.607,102.83742854,5.76846219,0.02,-1.091,0.15,0.147,0.138,87.0586,0.02,12.812,4835.0,9.23,13.255,0.2514,0.4017,190.121,0.114,209.196,281.0,-0.3121,-0.4783,0.0465,0.0302,0.02,-0.2049,0.0263,0.0868,0.02,-0.3227,0.0425,-0.2414,0.0545,-0.2439,0.0344,-0.4407,0.0495,-0.4188,0.02,-0.4683,0.02,-0.1658,0.0411,-0.2665,0.0425,0.1339,0.0545,-0.4818,0.0218,-0.2882,0.02,-0.3121,0.02,-1.1541,0.1401,-0.3063,0.02,-0.3861,0.1391,0.0808,0.0491,-0.4938,0.0551,1,1,0.199,-1.108,0.007,0.165,0.007,11.688,3874.6,8.73
11,Berkeley_29,-0.305399885,0.04690865,-0.44388399,0.014396371,-0.51018107,0.01049584,2,Berkeley_29,197.95003649,7.978,103.26589601,16.92587374,0.014,0.151,0.067,-1.01,0.104,25.2781,0.0538,20.577,12604.0,9.49,17.54,1.7997,1.5717,190.777,0.211,430.404,386.0,-0.5102,-0.5598,0.02,-0.2771,0.02,-0.4411,0.027,-0.3811,0.02,-0.4439,0.0297,-0.5611,0.0479,-0.5037,0.02,0.006,0.0469,-0.3734,0.02,-0.4775,0.0426,-0.5233,0.02,-0.4841,0.02,-0.5385,0.0479,-0.6384,0.0931,-0.4852,0.02,-0.5102,0.02,-0.3393,0.1306,-0.4881,0.02,-0.143,0.1311,-0.3054,0.0721,-0.8187,0.1986,2,2,0.067,0.122,0.021,-1.065,0.021,19.122,11275.2,8.41
12,Berkeley_31,0.14794011999999998,0.046999569000000005,-0.38131597500000003,0.01532485225,-0.42504107999999996,0.0105926225,2,Berkeley_31,206.23731358,5.135,104.40671972,8.28813294,0.031,0.169,0.186,-0.926,0.161,58.7813,0.889,15.087,7177.0,9.45,13.564,0.6792,0.64,192.093,0.122,238.594,284.0,-0.425,-0.4098,0.0725,-0.1384,0.0683,-0.3515,0.0346,-0.4066,0.0361,-0.3813,0.0245,-0.4509,0.0804,-0.3913,0.046,-0.1544,0.047,-0.3573,0.0384,-0.3011,0.05,-0.4203,0.0486,-0.4059,0.02,-0.4095,0.0482,-0.4286,0.02,-0.3901,0.0468,-0.425,0.0217,-0.385,0.131,-0.451,0.0264,0.0368,0.1331,0.1479,0.4218,-1.0681,0.3946,2,2,0.222,0.114,0.007,-0.922,0.007,13.619,5864.8,9.08
13,Berkeley_32,-0.32480988,0.048276987,-0.28386348,0.04224748,-0.33847108,0.0118118,1,Berkeley_32,207.95474523,4.41,104.53104054,6.43326437,0.063,-0.335,0.176,-1.608,0.179,106.1611,0.02,11.139,3072.0,9.69,9.394,0.2637,0.2279,187.407,0.232,108.787,194.78,-0.3385,-0.4689,0.0433,-0.0246,0.02,-0.2294,0.0261,-0.2544,0.02,-0.2839,0.0422,-0.2792,0.0516,-0.283,0.0342,0.1827,0.0481,-0.2639,0.02,-0.2379,0.02,-0.3376,0.0409,-0.2753,0.0423,-0.0124,0.0517,-0.4446,0.02,-0.4041,0.02,-0.3385,0.02,-0.3317,0.1347,-0.3767,0.02,-9999.0,-9999.0,-0.3248,0.0483,-0.4486,0.0518,1,1,0.261,-0.356,0.004,-1.59,0.004,10.996,3147.9,9.51
14,Berkeley_33,0.09705012866666668,0.046905833,-0.4384391433333333,0.016201864666666666,-0.3290210866666667,0.010518333333333333,3,Berkeley_33,225.44941772,-4.594,104.46237821,-13.22613936,0.032,-0.73,0.117,1.551,0.137,77.8113,0.5991,13.108,5851.0,8.37,14.167,-0.4376,0.4964,198.485,0.089,245.126,301.865,-0.329,-0.3918,0.0208,0.1461,0.0553,-0.3339,0.096,-0.2923,0.1067,-0.4384,0.0619,-0.4398,0.0479,-0.4114,0.0561,-0.4066,0.2162,-0.138,0.046,-0.494,0.0346,-0.359,0.03,-0.3493,0.0827,0.252,0.2443,-0.5177,0.2546,-0.2506,0.0255,-0.329,0.02,-1.0777,0.2802,-0.3659,0.02,-2.0483,0.132,0.0971,0.1152,-0.2925,0.147,3,2,0.226,-0.688,0.006,1.594,0.006,11.917,4727.0,8.68
15,Berkeley_36,-0.035942454,0.0490503596,-0.14139020900000002,0.0344004636,-0.16394108999999998,0.012634420000000002,5,Berkeley_36,227.49248489,-0.566,109.10023535,-13.19347297,0.046,-1.725,0.15,0.86,0.157,62.5896,0.9018,11.734,4360.0,9.83,12.078,-0.0149,0.4204,195.896,0.049,180.114,251.156,-0.1639,-0.1913,0.0381,0.0711,0.0811,-0.1125,0.0483,-0.5147,0.3082,-0.1414,0.0362,-0.1893,0.0546,-0.1303,0.0308,-0.4894,0.6691,-0.0957,0.0408,-0.1043,0.0282,-0.2882,0.1629,-0.0795,0.0703,-0.4435,0.2168,-0.1519,0.1482,-0.0943,0.0429,-0.1639,0.02,-0.3149,0.5068,-0.1267,0.0465,-9999.0,-9999.0,-0.0359,0.2134,-0.4891,0.4646,5,3,0.492,-1.693,0.004,0.958,0.004,11.084,3839.6,9.02
16,Berkeley_39,-0.012700878000000004,0.049167259,-0.1063310183,0.0354222434,-0.167981088,0.01277479,5,Berkeley_39,223.54191611,10.09,116.70733306,-4.67270544,0.055,-1.73,0.179,-1.645,0.129,58.5281,0.3892,11.491,3968.0,9.75,10.075,0.7229,0.9885,193.546,0.146,177.144,207.125,-0.168,-0.1722,0.0574,0.0694,0.0506,-0.0854,0.0854,-0.254,0.3502,-0.1351,0.0372,-0.1795,0.0687,-0.1283,0.1024,-0.3016,0.1577,0.1718,0.3513,-0.0763,0.3752,-0.2494,0.0854,-0.0774,0.1644,-0.1276,0.6472,-0.2336,0.0477,-0.1976,0.0393,-0.1805,0.0411,0.0601,0.278,-0.2311,0.1595,0.0029,0.1343,-0.0441,0.2173,-0.4684,0.5033,4,3,0.197,-1.732,0.003,-1.631,0.003,11.164,3809.3,9.49
17,Berkeley_44,0.16938312,0.047506787,0.1153665,0.019108031,0.16154891,0.01108875,1,Berkeley_44,53.21673965,3.341,289.31444576,19.54819668,0.05,0.007,0.125,-2.834,0.14,-9.2566,0.02,7.012,2863.0,9.16,6.712,0.1834,0.2204,160.947,0.124,66.28,128.407,0.1615,0.0932,0.02,0.5539,0.02,0.1119,0.02,0.3535,0.02,0.1154,0.02,0.1331,0.0497,0.1499,0.02,0.3655,0.0475,0.3447,0.02,0.0803,0.02,0.131,0.0236,0.176,0.02,-0.0733,0.0497,0.1765,0.02,0.2817,0.02,0.1615,0.02,0.3274,0.1324,0.2193,0.02,-9999.0,-9999.0,0.1694,0.0475,0.1177,0.0497,1,1,0.307,-0.053,0.007,-2.878,0.007,6.862,2690.3,9.0
18,Berkeley_53,0.25534811999999996,0.0471223006,-0.15170512080000004,0.017240155,-0.11425088300000001,0.010718763000000001,5,Berkeley_53,90.29575451,3.753,313.98152488,51.0512391,0.089,-3.795,0.247,-5.682,0.223,-35.781,0.8593,9.026,3415.0,8.99,9.664,0.2444,0.2893,157.816,0.133,117.84,198.284,-0.123,-0.2516,0.0511,0.2551,0.0304,-0.1469,0.0264,0.008,0.0438,-0.1517,0.0244,-0.1568,0.0486,-0.1234,0.02,0.1217,0.1496,-0.0806,0.077,-0.0507,0.0337,-0.1214,0.0275,-0.1916,0.058,-0.3021,0.0874,-0.1538,0.0385,-0.124,0.0387,-0.1143,0.0208,-0.1167,0.1313,-0.1659,0.0212,-0.0396,0.1336,0.2553,0.0517,-0.0349,0.1689,5,2,0.19,-3.83,0.004,-5.679,0.004,8.824,3407.4,8.75
19,Berkeley_64,0.21126112,0.04813359,-0.36697748,0.029045867,-0.3004311,0.0117586,1,Berkeley_64,131.98350008,4.616,35.43259371,65.88846252,0.044,-0.511,0.073,0.998,0.076,-30.848,0.02,12.055,4775.0,9.09,13.244,0.413,0.9501,162.931,0.153,266.614,287.012,-0.3559,-0.5063,0.0294,0.1179,0.02,-0.4284,0.02,-0.2355,0.02,-0.367,0.029,-0.3821,0.0516,-0.2716,0.0245,-0.1333,0.0482,0.0471,0.02,-0.3131,0.02,-0.343,0.0311,-0.4221,0.029,-0.2325,0.0518,-0.2945,0.02,-0.324,0.02,-0.3004,0.02,-0.1302,0.1344,-0.3364,0.02,-0.1925,0.1357,0.2113,0.0481,-0.17,0.0516,1,2,0.237,-0.562,0.008,0.939,0.008,11.923,4856.8,8.63
20,Berkeley_66,-0.02944237225,0.04744821825,-0.18455950000000002,0.020272837000000002,-0.2142260925,0.011039692375,4,Berkeley_66,139.4204261,0.183,46.01923513,58.74200287,0.054,-0.12,0.204,-0.191,0.28,-49.8955,0.3955,12.349,4759.0,9.49,12.313,0.045,0.0723,165.481,0.016,143.341,254.2,-0.2236,-0.298,0.0218,-0.0011,0.02,-0.1948,0.0348,-0.0737,0.0779,-0.1846,0.0213,-0.2392,0.0507,-0.1798,0.0378,-0.262,0.3147,-0.1865,0.0339,-0.1943,0.02,-0.2218,0.0477,-0.2926,0.0211,-0.2925,0.1055,-0.2335,0.0212,-0.2427,0.0285,-0.2142,0.02,-0.0522,0.1322,-0.2863,0.0282,-9999.0,-9999.0,-0.0294,0.0475,-0.2422,0.2017,4,3,0.238,-0.198,0.017,0.038,0.017,11.517,4065.4,8.48
21,Berkeley_67,0.228423135,0.047051588500000005,-0.2035545,0.0168827695,-0.15719609,0.010649599749999999,2,Berkeley_67,154.83038038,2.489,69.45900837,50.77596673,0.082,2.316,0.124,-1.374,0.085,0.0237,0.3809,10.387,2216.0,9.1,10.237,0.122,0.3539,174.799,0.063,131.944,207.652,-0.1572,-0.3384,0.025,0.2136,0.0295,-0.2167,0.02,-0.07,0.02,-0.2036,0.02,-0.1974,0.0483,-0.156,0.02,-0.3471,0.0471,-0.0484,0.02,-0.2076,0.02,-0.1817,0.0268,-0.2373,0.0359,-0.3055,0.3703,-0.2188,0.02,-0.1741,0.02,-0.1572,0.02,-0.3714,0.142,-0.2083,0.02,-0.1745,0.1316,0.2284,0.0659,-0.4286,0.0484,2,2,0.53,2.255,0.007,-1.411,0.007,9.975,2007.9,8.82
22,Berkeley_71,0.11546938857142855,0.047185323428571437,-0.28489663285714284,0.01903775914285714,-0.23025823571428575,0.010794835714285715,7,Berkeley_71,176.63490304,0.901,85.24182446,32.27269948,0.036,0.65,0.162,-1.614,0.102,-9.4475,0.3396,11.933,3598.0,8.94,11.699,0.0863,0.1021,178.986,0.06,133.793,240.417,-0.2455,-0.3572,0.0519,0.1431,0.0599,-0.2804,0.104,-0.2384,0.0966,-0.3086,0.0284,-0.3175,0.0542,-0.2317,0.0261,-0.4098,0.2084,-0.0776,0.0852,-0.2782,0.0421,-0.2582,0.057,-0.2748,0.0756,0.163,0.0815,-0.3444,0.0594,-0.3101,0.0244,-0.2455,0.0247,-0.607,0.2577,-0.3058,0.0411,-0.0747,0.1319,0.1312,0.1155,-0.3988,0.2309,5,3,0.137,0.631,0.008,-1.657,0.008,11.619,3501.5,8.57
23,Berkeley_75,-0.11976987883333333,0.047526455333333335,-0.34318849999999995,0.023187606,-0.39448776,0.011161866666666668,3,Berkeley_75,234.30418847,-11.19,102.24899678,-23.9959872,0.032,-0.264,0.132,1.088,0.158,124.8424,0.1717,14.669,8304.0,9.23,13.297,-1.5792,1.4787,206.799,0.106,285.512,278.842,-0.408,-0.6107,0.0592,-0.0757,0.02,-0.3077,0.0404,-0.3395,0.02,-0.3475,0.0217,-0.2954,0.0492,-0.369,0.02,-0.4001,0.2587,-0.4626,0.115,-0.4507,0.0344,-0.3863,0.0341,-0.4835,0.0216,-0.3677,0.3059,-0.5198,0.0256,-0.4513,0.0373,-0.408,0.02,-0.3914,0.1323,-0.4246,0.02,-9999.0,-9999.0,-0.129,0.1313,-0.554,0.2239,2,4,0.449,-0.241,0.01,1.179,0.01,13.271,6829.6,9.27
24,Berkeley_77,0.4548301,0.04738329,-0.1342635,0.018902533,-0.09055108,0.01098195,1,Berkeley_77,219.25579413,5.176,110.35871954,-3.23881937,0.028,-1.001,0.107,-0.113,0.106,71.2923,0.02,11.361,3617.0,8.87,10.778,0.354,0.3377,191.576,0.059,139.78,218.528,-0.0906,-0.1936,0.02,0.2915,0.02,-0.0973,0.02,0.0005,0.02,-0.1343,0.02,-0.1206,0.0493,-0.1114,0.02,-0.179,0.0474,0.047,0.02,-0.2355,0.02,-0.0727,0.0235,-0.1445,0.02,-0.2981,0.0494,-0.2085,0.02,-0.0453,0.02,-0.0906,0.02,-0.1088,0.1321,-0.0762,0.02,-9999.0,-9999.0,0.4548,0.0474,-0.1636,0.0494,1,1,0.178,-0.971,0.008,-0.12,0.008,11.355,3845.5,8.98
25,Berkeley_85,0.37675921300000004,0.0467709752,-0.06649069699999999,0.0130861236,0.05446029300000001,0.0103540435,10,Berkeley_85,75.68896571,0.985,304.69858065,37.73113958,0.057,-2.94,0.116,-4.677,0.113,-34.2007,0.4913,8.213,3526.0,8.62,7.641,0.0793,0.0865,155.42,0.074,68.93,146.788,0.0545,0.0332,0.02,0.4443,0.0474,-0.0219,0.0684,0.2782,0.1074,-0.0573,0.0451,-0.0848,0.0773,0.0332,0.0433,0.0864,0.1063,0.0759,0.0591,-0.1786,0.2048,-0.0294,0.043,0.0229,0.0346,-0.1361,0.2287,-0.0648,0.2945,0.1769,0.0738,0.0646,0.0407,0.1465,0.1302,0.0778,0.0248,-9999.0,-9999.0,0.352,0.1423,0.2672,0.2818,9,3,0.21,-2.953,0.004,-4.673,0.004,8.041,3657.7,7.9
26,Berkeley_9,0.18348514,0.046902914,-0.1548985,0.01547317,-0.08017508,0.010494265,1,Berkeley_9,146.07141318,-2.82,53.17389187,52.65192139,0.053,1.493,0.162,0.037,0.137,-17.9653,0.0275,9.895,1814.0,9.14,10.06,-0.0647,0.3151,174.134,0.022,124.713,203.395,-0.0802,-0.2833,0.02,0.2482,0.02,-0.1246,0.02,0.0049,0.02,-0.1549,0.02,-0.1198,0.0479,-0.1004,0.02,0.1933,0.0469,-0.0139,0.02,-0.0853,0.02,-0.0861,0.0208,-0.1633,0.02,0.062,0.0479,-0.16,0.02,-0.118,0.02,-0.0802,0.02,-0.2595,0.1307,-0.1328,0.02,-0.1774,0.131,0.1835,0.0469,0.1029,0.0479,1,1,0.35,1.484,0.009,-0.024,0.009,9.57,1690.1,8.93
27,Berkeley_98,0.09779773039999999,0.0473151494,-0.0628986752,0.0188135414,-0.035655484599999995,0.010899840000000001,5,Berkeley_98,103.87074494,-5.636,340.66984316,52.40534299,0.062,-1.353,0.102,-3.186,0.1,-64.922,0.0428,9.788,3519.0,9.39,8.9,-0.3227,0.5511,159.678,0.093,122.458,177.205,-0.0251,-0.1564,0.0206,0.302,0.0608,-0.052,0.02,0.0726,0.0386,-0.0394,0.02,-0.0222,0.0489,-0.0114,0.02,0.19,0.0473,0.0102,0.0431,-0.031,0.02,-0.063,0.0233,-0.1116,0.0587,-0.4713,0.4668,-0.1009,0.0205,-0.0741,0.02,-0.0251,0.02,0.0444,0.1317,-0.0593,0.02,-9999.0,-9999.0,0.1492,0.0473,-0.0359,0.0489,2,2,0.449,-1.348,0.005,-3.258,0.005,9.662,3643.4,9.09
28,COIN-Gaia_25,0.24548113,0.046522733,-0.1294025,0.012057637,-0.010745085,0.010106955,1,COIN-Gaia_25,189.72693107,-0.147,91.66149749,20.45690363,0.291,-0.499,0.152,-2.595,0.124,-14.4829,0.0248,9.153,824.0,8.75,9.712,0.0207,0.0284,180.871,0.123,98.137,198.414,-0.0107,-0.1334,0.02,0.3949,0.02,-0.1063,0.02,0.0512,0.02,-0.1294,0.02,-0.0652,0.0467,-0.0495,0.02,0.0564,0.0465,0.01,0.02,-0.0738,0.02,-0.0197,0.02,-0.0806,0.02,-0.2019,0.0467,-0.0513,0.02,0.0119,0.02,-0.0107,0.02,-0.0428,0.1295,-0.0712,0.02,-9999.0,-9999.0,0.2455,0.0465,0.0375,0.0467,1,1,1.201,-0.492,0.015,-2.651,0.015,8.901,789.0,8.76
29,Collinder_220,0.33476013,0.046525978,-0.1921735,0.011152967,-0.11677108,0.010109745,1,Collinder_220,284.54589389,-0.352,156.4225215,-57.9234578,0.109,-7.339,0.094,2.677,0.102,-12.5048,0.0238,8.08,2457.0,8.37,8.783,0.0042,0.1393,197.116,0.092,88.79,175.306,-0.1168,-0.1879,0.02,0.3049,0.02,-0.1429,0.02,0.1108,0.02,-0.1922,0.02,-0.189,0.0467,-0.1306,0.02,0.0031,0.0465,0.0324,0.02,-0.261,0.02,-0.1745,0.02,-0.2223,0.02,-0.3139,0.0467,-0.241,0.02,-0.0659,0.02,-0.1168,0.02,-0.0816,0.1295,-0.1938,0.02,-9999.0,-9999.0,0.3348,0.0465,-0.0622,0.0467,1,1,0.478,-7.348,0.007,2.705,0.007,7.866,2314.0,8.31
30,Collinder_261,0.12984746333333333,0.04678308750000001,-0.011462729616666667,0.01324982325,-0.005040350916666666,0.010367666666666667,6,Collinder_261,301.69880546,-5.541,189.52659743,-68.38076034,0.108,-6.351,0.165,-2.705,0.16,-25.2307,0.1266,7.262,2850.0,9.8,7.586,-0.2581,0.5261,199.409,0.056,97.996,147.886,-0.0035,-0.077,0.0535,0.2855,0.1051,0.0106,0.02,0.094,0.0918,-0.0115,0.02,0.0323,0.0476,0.0147,0.02,0.031,0.0809,0.0548,0.0447,-0.0326,0.0394,-0.0522,0.0252,-0.0319,0.02,-0.2883,0.1037,-0.0357,0.0248,0.055,0.0272,-0.0035,0.02,0.1271,0.1303,-0.0089,0.02,-9999.0,-9999.0,0.1431,0.0468,0.0483,0.1706,5,4,0.272,-6.367,0.003,-2.678,0.003,7.099,2676.9,9.3
